sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway
BMDPC43,R2FX,7IM Pathbuilder 2 (Class C),25.00,1,0,Seven Investment Management Pathbuilder 2 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 2 (Class C),1174,Seven Investment Management,157,Volatility Managed,Income,7IM Pathbuilder 2 (Class C) (Inc),0.00,0.36000,0.0000,0.36000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,104,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,15,0,0,,0.0000,0.36000,0.36,N/a,Daily,,100.00,2.60,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=48f11268-462f-4410-bf74-50730320282f&user=hl_website_documents,0.00,2.60,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,83.2,,0.140,2,2024-10-26 06:02:57,0000-00-00,2.5500,5.0300,16.4900,8.6300,,,16.4900,6.0500,-12.0700,,,,,,,,,,,,,,0.36,0,1,1,1,1,2020-12-09 00:00:00,N,108.13999999999999,108.13999999999999,0.01,0.01,2024-10-25,N
BMDPC76,R2G0,7IM Pathbuilder 3 (Class C),25.00,1,0,Seven Investment Management Pathbuilder 3 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 3 (Class C),1174,Seven Investment Management,157,Volatility Managed,Accumulation,7IM Pathbuilder 3 (Class C) (Acc),0.00,0.35000,0.0000,0.35000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,104,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,14,0,0,,0.0000,0.35000,0.35,N/a,Daily,,100.00,2.20,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=c2a5868e-5289-472b-a5c9-3c55d3b81427&user=hl_website_documents,0.00,2.20,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,78.1,,0.130,1,2024-10-26 06:02:57,0000-00-00,3.1900,5.6400,18.4000,13.6200,,,18.4000,7.1700,-10.4600,,,,,,,,,,,,,,0.35,0,1,1,1,1,2020-12-09 00:00:00,N,123.86999999999999,123.86999999999999,0.03,0.02,2024-10-25,N
BMDPC87,R2G1,7IM Pathbuilder 3 (Class C),25.00,1,0,Seven Investment Management Pathbuilder 3 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 3 (Class C),1174,Seven Investment Management,157,Volatility Managed,Income,7IM Pathbuilder 3 (Class C) (Inc),0.00,0.35000,0.0000,0.35000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,104,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,14,0,0,,0.0000,0.35000,0.35,N/a,Daily,,100.00,2.20,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=3c3ff503-2d49-4b43-84bf-2311c2aca31c&user=hl_website_documents,0.00,2.20,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,78.1,,0.130,1,2024-10-26 06:02:57,0000-00-00,3.1900,5.6300,18.3900,13.6100,,,18.3900,7.1800,-10.4600,,,,,,,,,,,,,,0.35,0,1,1,1,1,2020-12-09 00:00:00,N,116.58,116.58,0.03,0.03,2024-10-25,N
BMDPCC1,R2G4,7IM Pathbuilder 4 (Class C),25.00,1,0,Seven Investment Management Pathbuilder 4 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 4 (Class C),1174,Seven Investment Management,157,Volatility Managed,Accumulation,7IM Pathbuilder 4 (Class C) (Acc),0.00,0.34000,0.0000,0.34000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,0.00,GBP,8,0,0,,0.0000,0.34000,0.34,N/a,Daily,,100.00,2.10,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=e81c3b1b-ef66-4775-8964-ead1aa2ec15d&user=hl_website_documents,0.00,2.10,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,40.7,,0.120,1,2024-10-26 06:02:57,0000-00-00,3.4300,6.0200,20.4600,,,,20.4600,7.0700,,,,,,,,,,,,,,,0.34,0,1,1,1,1,2021-12-03 00:00:00,N,117.74,117.74,0.02,0.02,2024-10-25,N
BMDPCD2,R2G5,7IM Pathbuilder 4 (Class C),25.00,1,0,Seven Investment Management Pathbuilder 4 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 4 (Class C),1174,Seven Investment Management,157,Volatility Managed,Income,7IM Pathbuilder 4 (Class C) (Inc),0.00,0.34000,0.0000,0.34000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,0.00,GBP,8,0,0,,0.0000,0.34000,0.34,N/a,Daily,,100.00,2.10,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=5bf62bea-baa4-40bf-be97-5c4229d1c575&user=hl_website_documents,0.00,2.10,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,40.7,,0.120,1,2024-10-26 06:02:57,0000-00-00,3.4300,6.0600,20.5100,,,,20.5100,7.0700,,,,,,,,,,,,,,,0.34,0,1,1,1,1,2021-12-03 00:00:00,N,111.92,111.92,0.03,0.03,2024-10-25,N
B75MS61,0HF3,7IM Real Return (Class C),25.00,1,0,Seven Investment Management Real Return (Class C),The investment objective of the fund is to achieve growth over the medium to long term. The fund will aim to provide a total return that exceeds UK inflation by 2% on average over a rolling three year period.,Real Return (Class C),1174,Seven Investment Management,136,Targeted Absolute Return,Accumulation,7IM Real Return (Class C) (Acc),0.00,0.87000,0.0000,0.87000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,104,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,23,0,0,,0.0000,0.87000,0.87,N/a,Daily,,100.00,1.30,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a67bb4e7-5590-402c-a8d1-c2ecc88dcf3d&user=hl_website_documents,0.00,1.30,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,67.9,,-0.130,3,2024-10-26 06:01:47,0000-00-00,1.4400,2.1600,7.3200,4.9600,8.9000,,7.3200,2.7100,-4.7800,3.5500,0.2000,,,,,,,,,,,,0.87,0,1,1,1,1,2012-01-31 00:00:00,,167.52,167.52,0.08,0.05,2024-10-25,N
B1LBFZ8,Q726,7IM Sustainable Balance (Class C),25.00,1,0,Seven Investment Management Sustainable Balance  (Class C),The Fund aims to provide a balance of income and capital appreciation. There may be some risk to capital.,Sustainable Balance  (Class C),1174,Seven Investment Management,131,Mixed Investment 20-60% Shares,Accumulation,7IM Sustainable Balance (Class C) (Acc),0.00,1.36000,0.0000,1.36000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,104,7.00,6.00,11:00,,0,0.00,0.00,1.00,GBP,66,0,0,N,0.0000,1.36000,1.36,N/a,Daily,,100.00,2.40,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=0932242f-01ec-48c1-adc8-b300a466e2de&user=hl_website_documents,0.00,2.40,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,135.1,,0.110,5,2024-10-26 06:02:50,0000-00-00,3.1400,5.6200,15.3200,-1.2500,13.7900,,15.3200,0.2100,-14.5500,9.7000,5.0300,,,,,,,,,,,,1.36,0,1,1,1,1,2007-02-01 00:00:00,,193.79999999999998,193.79999999999998,-0.17,-0.09,2024-10-25,N
B1LBG00,Q725,7IM Sustainable Balance (Class C),25.00,1,0,Seven Investment Management Sustainable Balance  (Class C),The Fund aims to provide a balance of income and capital appreciation. There may be some risk to capital.,Sustainable Balance  (Class C),1174,Seven Investment Management,131,Mixed Investment 20-60% Shares,Income,7IM Sustainable Balance (Class C) (Inc),0.00,1.36000,0.0000,1.36000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,104,7.00,6.00,11:00,,0,0.00,0.00,1.00,GBP,66,0,0,N,0.0000,1.36000,1.36,N/a,Daily,,100.00,2.40,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=819ed92b-cc0a-4a71-b10d-738082e0ae8b&user=hl_website_documents,0.00,2.40,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,135.1,,0.110,5,2024-10-26 06:02:50,0000-00-00,3.1400,5.6100,15.3200,-1.2500,13.7800,,15.3200,0.2100,-14.5500,9.7000,5.0400,,,,,,,,,,,,1.36,0,1,1,1,1,2007-02-01 00:00:00,,133.85,133.85,-0.13,-0.10,2024-10-25,N
0007272,A109,Aberforth UK Small Companies,25.00,1,0,Aberforth Unit Trust Managers UK Small Companies,"To achieve a total return, calculated on an income reinvested basis, greater than on the Numis Smaller Companies Index (excluding Investment Companies), or if that index is not available another index which the Manager considers comparable, over the long term by investing in a diversified portfolio of small UK quoted companies.",UK Small Companies,1080,Aberforth Unit Trust Managers,118,UK Smaller Companies,Accumulation,Aberforth UK Small Companies (Acc),0.00,0.82000,0.5000,0.82000,0.00,0.00000,2.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,16:30,,0,0.00,0.00,10.00,GBP,77,0,0,N,0.0000,0.82000,0.82,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.00,0.04,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=1f48fb40-8e2e-479d-bc36-f4fa838adc33&user=hl_website_documents,0.00,0.04,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,160.5,,0.020,2,2024-10-26 06:01:49,0000-00-00,-1.9900,7.1900,29.9600,8.0600,34.5600,,29.9600,3.4400,-19.6200,63.9900,-24.0600,,,,,,,,,,,,0.82,1,0,1,1,1,1991-03-20 00:00:00,,34428,35029,105.00,0.31,2024-10-24,N
B2N9GS7,AXW0,Aberforth UK Small Companies,25.00,1,0,Aberforth Unit Trust Managers UK Small Companies,"To achieve a total return, calculated on an income reinvested basis, greater than on the Numis Smaller Companies Index (excluding Investment Companies), or if that index is not available another index which the Manager considers comparable, over the long term by investing in a diversified portfolio of small UK quoted companies.",UK Small Companies,1080,Aberforth Unit Trust Managers,118,UK Smaller Companies,Income,Aberforth UK Small Companies (Inc),0.00,0.82000,0.5000,0.82000,0.00,0.00000,2.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,16:30,,0,0.00,0.00,10.00,GBP,77,0,0,N,0.0000,0.82000,0.82,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.00,0.04,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=4c385db9-d5a1-4808-ae68-4fdbfa894c0d&user=hl_website_documents,0.00,0.04,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,160.5,,0.020,2,2024-10-26 06:01:55,0000-00-00,-1.9900,7.2100,30.0600,8.2500,34.8800,,30.0600,3.4900,-19.5700,64.0300,-24.0400,,,,,,,,,,,,0.82,1,0,1,1,1,1991-03-20 00:00:00,,21947,22330,67.00,0.31,2024-10-24,N
0657343,SL78,abrdn AAA Bond (I),25.00,1,0,abrdn AAA Bond  (I),"To generate income and some growth over the long term (5 years or more) by investing in sterling-denominated bonds with a high degree of creditworthiness.

Performance Target: To achieve the return of the Markit iBoxx Sterling Non Gilts AAA plus 0.65% per annum over rolling three year periods (before charges). There is no certainty or promise that the Performance Target will be achieved.

The Markit iBoxx Sterling Non Gilts AAA Index (the ""Index"") is a representative index of the market for sterling denominated AAA rated bonds, excluding bonds issued by the UK Government.",AAA Bond  (I),8036,abrdn,150,GBP Corporate Bond,Accumulation,abrdn AAA Bond (I) (Acc),0.00,0.60000,0.0000,0.60000,0.00,0.00000,0.000000,0,,0,Quarterly,Interest,0,6,0.00,0.00,12:00,,0,0.00,0.00,0.50,GBP,61,0,0,,0.0000,0.60000,0.60,N/a,Daily,,100.00,2.54,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=c166bfa8-d837-46e2-8ef3-edab0b493e1f&user=hl_website_documents,0.00,0.00,2.54,2.54,0.00,0.00,0.000,25.00,100.00,0.000,0.000,80.8,,0.100,5,2024-10-26 06:03:00,0000-00-00,1.0800,3.1500,6.5400,-4.7400,-4.7400,,6.5400,2.1300,-12.4500,-2.9700,3.0600,,,,,,,,,,,,0.60,0,1,1,1,1,1999-04-06 00:00:00,N,102.60000000000001,102.60000000000001,0.00,0.00,2024-10-25,N
0658454,SL92,abrdn AAA Bond (I),25.00,1,0,abrdn AAA Bond  (I),"To generate income and some growth over the long term (5 years or more) by investing in sterling-denominated bonds with a high degree of creditworthiness.

Performance Target: To achieve the return of the Markit iBoxx Sterling Non Gilts AAA plus 0.65% per annum over rolling three year periods (before charges). There is no certainty or promise that the Performance Target will be achieved.

The Markit iBoxx Sterling Non Gilts AAA Index (the ""Index"") is a representative index of the market for sterling denominated AAA rated bonds, excluding bonds issued by the UK Government.",AAA Bond  (I),8036,abrdn,150,GBP Corporate Bond,Income,abrdn AAA Bond (I) (Inc),0.00,0.60000,0.0000,0.60000,0.00,0.00000,0.000000,0,,0,Quarterly,Interest,0,6,0.00,0.00,12:00,,0,0.00,0.00,0.50,GBP,61,0,0,,0.0000,0.60000,0.60,N/a,Daily,,100.00,2.54,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=15123e34-2aa9-4ffe-8f8d-3f7a1bcd9f7f&user=hl_website_documents,0.00,0.00,2.54,2.54,0.00,0.00,0.000,25.00,100.00,0.000,0.000,80.8,,0.100,5,2024-10-26 06:03:00,0000-00-00,1.0900,3.1300,6.5400,-4.7600,-4.7200,,6.5400,2.1200,-12.4600,-2.9300,3.0600,,,,,,,,,,,,0.60,0,1,1,1,1,1999-04-06 00:00:00,N,51.01,51.01,-0.01,-0.02,2024-10-25,N
B0XWN25,KZ79,abrdn American Equity (I),25.00,1,0,abrdn American Equity (I),"To generate growth over the long term (5 years or more) by investing in North American equities (company shares).

Performance Target: To achieve the return of the S&P 500 Index plus 3% per annum over rolling three year periods (before charges). There is no certainty or promise that the Performance Target will be achieved.

The S&P 500 Index (the ""Index"") is a representative index of the US stock market.",American Equity (I),8036,abrdn,110,North America,Accumulation,abrdn American Equity (I) (Acc),0.00,0.85000,0.5000,0.80000,0.00,0.05000,2.000000,0,,0,Annually,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,26,0,0,N,0.0000,0.85000,0.85,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.00,0.06,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=ae882488-673c-4568-99a9-0da2f428b6cd&user=hl_website_documents,0.00,0.06,0.00,0.00,0.00,0.00,0.050,25.00,100.00,0.050,0.000,106.7,,0.100,3,2024-10-26 06:02:26,0000-00-00,3.5800,4.0200,20.3200,7.7000,55.8100,,20.3200,-1.0500,-9.5400,26.4900,14.3800,,,,,,,,,,,,0.85,0,1,1,1,1,1982-02-26 00:00:00,N,4935.79,4935.79,-3.93,-0.08,2024-10-25,N
BDFZ754,Q5FQ,abrdn American Equity Enhanced Index (N),25.00,1,0,abrdn American Equity Enhanced Index (N),"To generate growth over the long term (5 years or more) by investing in North American equities (company shares).

Performance Target: To exceed the return of the S&P 500 Index by 0.75% per annum over rolling three year periods (before charges).  There is no certainty or promise that the Performance Target will be achieved.

The S&P 500 Index (the ""Index"") is a representative index of the US stock market.",American Equity Enhanced Index (N),8036,abrdn,110,North America,Accumulation,abrdn American Equity Enhanced Index (N) (Acc),0.00,0.22000,0.0000,0.11000,0.00,0.11000,0.000000,0,BRJL819,0,Bi-annually,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,10.00,GBP,246,0,0,,0.0000,0.22000,0.11,N/a,Daily,,100.00,1.18,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=49ae5845-0228-4135-90a0-b65c6b73dbd0&user=hl_website_documents,0.00,1.18,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,405.8,,0.010,1,2024-10-26 06:02:50,0000-00-00,6.5300,10.8500,28.4600,41.3900,102.6100,,28.4600,6.5200,3.3300,26.8100,13.0100,,,,,,,,,,,,0.11,0,1,1,1,1,2015-03-06 00:00:00,N,212.48,212.48,0.15,0.07,2024-10-25,N
BDFZ732,Q5FT,abrdn American Equity Tracker (N),25.00,1,0,abrdn American Equity Tracker (N),"To generate growth over the long term (5 years or more) by tracking the return of the S&P 500 Index. 

Performance Target: To match the return of the S&P 500 Index (before charges). There is no certainty or promise that the Performance Target will be achieved.

The S&P 500 Index (the ""Index"") is a representative index of the US stock market.",American Equity Tracker (N),8036,abrdn,110,North America,Accumulation,abrdn American Equity Tracker (N) (Acc),0.00,0.10000,0.0000,0.06000,0.00,0.04000,0.000000,0,BGMK117,0,Bi-annually,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,547,0,0,,0.0000,0.10000,0.06,N/a,Daily,,100.00,1.13,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=802d30ef-021c-4b22-8d9d-a49eed590061&user=hl_website_documents,0.00,1.13,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,905.8,,0.030,1,2024-10-26 06:02:50,0000-00-00,6.3700,10.9000,29.1000,40.3600,102.4800,,29.1000,5.7800,2.7800,26.2000,14.3100,,,,,,,,,,,,0.06,0,1,1,1,1,2019-02-26 00:00:00,N,213.26999999999998,213.26999999999998,0.18,0.08,2024-10-25,N
B0XWNG9,KV68,abrdn Asia Pacific Equity (I),25.00,1,0,abrdn Asia Pacific Equity (I),"To generate growth over the long term (5 years or more) by investing in Asia Pacific, excluding Japan equities (company shares).

Performance Target: To achieve the return of the MSCI AC Asia Pacific ex Japan Index plus 3% per annum over rolling three year periods (before charges). There is no certainty that the Performance Target will be achieved.

The MSCI AC Asia Pacific ex Japan Index (the ""Index"") is a representative index of the collective stock markets of Asia Pacific (excluding Japan).",Asia Pacific Equity (I),8036,abrdn,121,Asia Pacific Ex Japan,Accumulation,abrdn Asia Pacific Equity (I) (Acc),0.00,0.85000,0.5000,0.55000,0.00,0.30000,2.000000,0,,0,Annually,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,10.00,GBP,53,0,0,N,0.0000,0.85000,0.85,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.00,1.18,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a34ab551-772c-4b14-ad81-707eee68b800&user=hl_website_documents,0.00,1.18,0.00,0.00,0.00,0.00,0.300,25.00,100.00,0.300,0.000,815.7,5,0.100,1,2024-10-26 06:02:26,0000-00-00,7.1700,9.0000,15.0100,-9.3900,17.4500,,15.0100,-1.4800,-20.0300,12.6200,15.0900,,,,,,,,,,,,0.85,0,1,1,1,1,1987-04-01 00:00:00,,362.39,362.39,0.66,0.18,2024-10-25,N
B88N705,GMDD,abrdn Asia Pacific Equity (I),25.00,1,0,abrdn Asia Pacific Equity (I),"To generate growth over the long term (5 years or more) by investing in Asia Pacific, excluding Japan equities (company shares).

Performance Target: To achieve the return of the MSCI AC Asia Pacific ex Japan Index plus 3% per annum over rolling three year periods (before charges). There is no certainty that the Performance Target will be achieved.

The MSCI AC Asia Pacific ex Japan Index (the ""Index"") is a representative index of the collective stock markets of Asia Pacific (excluding Japan).",Asia Pacific Equity (I),8036,abrdn,121,Asia Pacific Ex Japan,Income,abrdn Asia Pacific Equity (I) (Inc),0.00,0.85000,0.5000,0.55000,0.00,0.30000,2.000000,0,,0,Annually,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,10.00,GBP,53,0,0,N,0.0000,0.85000,0.85,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.00,1.18,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=af310a94-8bcf-43a1-9a42-561144b94155&user=hl_website_documents,0.00,1.18,0.00,0.00,0.00,0.00,0.300,25.00,100.00,0.300,0.000,815.7,5,0.100,1,2024-10-26 06:02:14,0000-00-00,7.1500,8.9900,14.9900,-9.3900,17.4200,,14.9900,-1.4800,-20.0300,12.6000,15.0900,,,,,,,,,,,,0.85,0,1,1,1,1,1987-04-01 00:00:00,,161.41,161.41,0.29,0.18,2024-10-25,N
BDFZ6G8,Q5FN,abrdn Asia Pacific Equity Enhanced Index (N),25.00,1,0,abrdn Asia Pacific Equity Enhanced Index (N),"To generate growth over the long term (5 years or more) by investing in Asia Pacific, excluding Japan equities (company shares).

Performance Target: To exceed the return of the MSCI AC Asia Pacific ex Japan Index by 0.75% per annum over rolling three year periods (before charges). There is no certainty or promise that the Performance Target will be achieved.

The MSCI AC Asia Pacific ex Japan Index (the ""Index"") is a representative index of the collective stock markets of Asia Pacific (excluding Japan).",Asia Pacific Equity Enhanced Index (N),8036,abrdn,121,Asia Pacific Ex Japan,Accumulation,abrdn Asia Pacific Equity Enhanced Index (N) (Acc),0.00,0.27000,0.0000,0.16000,0.00,0.11000,0.000000,0,BRJL7V2,0,Bi-annually,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,0.00,GBP,1338,0,0,,0.0000,0.27000,0.16,N/a,Daily,,100.00,2.30,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=e4418421-ddc8-437e-98a7-747109f3308c&user=hl_website_documents,0.00,2.30,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,440.1,,0.060,1,2024-10-26 06:02:50,0000-00-00,8.1100,9.9500,20.8800,8.7000,36.3500,,20.8800,6.8600,-15.8500,9.6200,14.4300,,,,,,,,,,,,0.16,0,1,1,1,1,2016-03-22 00:00:00,N,133.05,133.05,-0.12,-0.09,2024-10-25,N
BKBD2G7,QG9F,abrdn Asia Pacific ex-Japan Equity Tracker (N),25.00,1,0,abrdn Asia Pacific ex-Japan Equity Tracker (N),"To generate growth over the long term (5 years or more) by tracking the return of the MSCI AC Asia Pacific ex Japan Index. 

Performance Target: To match the return of the MSCI AC Asia Pacific ex Japan Index (before charges). There is no certainty or promise that the Performance Target will be achieved.

The MSCI AC Asia Pacific ex Japan Index (the ""Index"") is a representative index of the collective stock markets of Asia Pacific (excluding Japan).",Asia Pacific ex-Japan Equity Tracker (N),8036,abrdn,121,Asia Pacific Ex Japan,Accumulation,abrdn Asia Pacific ex-Japan Equity Tracker (N) (Acc),0.00,0.16000,0.0000,0.13000,0.00,0.03000,0.000000,0,BKBD2D4,0,Bi-annually,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,0.00,GBP,0,0,0,,0.0000,0.16000,0.13,N/a,Daily,,100.00,2.23,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=2dd61b64-789c-4a0b-ab8f-c02812859cbc&user=hl_website_documents,0.00,2.23,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,0.0,,0.090,1,2024-10-26 06:02:51,0000-00-00,7.7300,9.8800,19.4600,3.2600,,,19.4600,6.3600,-18.7300,8.8900,,,,,,,,,,,,,0.13,0,1,1,1,1,2019-11-06 00:00:00,N,112.47,112.47,-0.20,-0.18,2024-10-25,N
B1C4277,GNOP,abrdn Diversified Growth &  Income (I),25.00,1,0,abrdn Diversified Growth &  Income (I),"To generate a positive return through capital growth and income over the long term (5 years or more) by investing in a globally diversified portfolio of assets whilst reducing the risk of losses. 

Invested capital is however at risk and there is no guarantee that this will be attained over any time period. 

Performance Target: To exceed the return of SONIA by 5% per annum over rolling five year periods (before charges). 

There is no certainty or promise that the Performance Target will be achieved.  SONIA is the Sterling Overnight Index Average and is the representative rate for the return on cash deposits.",Diversified Growth &  Income (I),8036,abrdn,131,Mixed Investment 20-60% Shares,Accumulation,abrdn Diversified Growth &  Income (I) (Acc),0.00,0.70000,0.0000,0.64000,0.00,0.06000,0.000000,0,,0,Monthly,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,0.50,GBP,950,0,0,N,0.0000,0.70000,0.70,N/a,Daily,,100.00,3.92,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=96ea8c98-c176-4a69-9af8-d6e2492265a4&user=hl_website_documents,0.00,3.92,0.00,0.00,0.00,0.00,0.060,25.00,100.00,0.060,0.000,570.5,,0.200,1,2024-10-26 06:02:14,0000-00-00,2.7900,6.1900,14.9700,8.1900,19.7100,,14.9700,2.8900,-8.5400,11.8900,-1.1100,,,,,,,,,,,,0.70,0,1,1,1,1,2003-12-08 00:00:00,,167.99,167.99,0.18,0.11,2024-10-25,N
